"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"6089","Beschluss vom 29. Juni 2000 - 1 BvR 825/98","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 29. Juni 2000 
- 1 BvR 825/98 -, Rn. (1-33),http://www.bverfg.de/e/rk20000629_1bvr082598.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000629_1bvr082598.html"
"6090","Beschluss vom 28. Juni 2000 - 1 BvR 387/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 28. Juni 2000 
- 1 BvR 387/00 -, Rn. (1-27),http://www.bverfg.de/e/rk20000628_1bvr038700.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000628_1bvr038700.html"
"6091","Beschluss vom 28. Juni 2000 - 1 BvR 741/00","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 28. Juni 2000 
- 1 BvR 741/00 -, Rn. (1-5),http://www.bverfg.de/e/rk20000628_1bvr074100.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000628_1bvr074100.html"
"6092","Beschluss vom 28. Juni 2000 - 1 BvR 1864/94","BVerfG, Beschluss des Ersten Senats vom 28. Juni 2000 
- 1 BvR 1864/94 -, Rn. (1-4),http://www.bverfg.de/e/rs20000628_1bvr186494.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung des ","Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000628_1bvr186494.html"
"6093","Beschluss vom 23. Juni 2000 - 1 BvR 30/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 23. Juni 2000 
- 1 BvR 30/00 -, Rn. (1-11),http://www.bverfg.de/e/rk20000623_1bvr003000.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000623_1bvr003000.html"
"6094","Beschluss vom 23. Juni 2000 - 1 BvR 830/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 23. Juni 2000 
- 1 BvR 830/00 -, Rn. (1-28),http://www.bverfg.de/e/rk20000623_1bvr083000.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000623_1bvr083000.html"
"6095","Beschluss vom 23. Juni 2000 - 1 BvR 990/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 23. Juni 2000 
- 1 BvR 990/99 -, Rn. (1-20),http://www.bverfg.de/e/rk20000623_1bvr099099.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000623_1bvr099099.html"
"6096","Beschluss vom 21. Juni 2000 - 1 BvR 781/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 21. Juni 2000 - 1 BvR 781/98,http://www.bverfg.de/e/rk20000621_1bvr078198.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsident Papier, und die Richter Steiner Hoffmann-Riem","den Vizepräsident Papier,","und die Richter Steiner","Hoffmann-Riem","http://www.bverfg.de/e/rk20000621_1bvr078198.html"
"6097","Beschluss vom 21. Juni 2000 - 1 BvR 1709/93","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 21. Juni 2000 
- 1 BvR 1709/93 -, Rn. (1-9),http://www.bverfg.de/e/rk20000621_1bvr170993.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richterinnen Haas, Hohmann-Dennhardt","Vizepräsidenten Papier","und die Richterinnen Haas,","Hohmann-Dennhardt","http://www.bverfg.de/e/rk20000621_1bvr170993.html"
"6098","Beschluss vom 21. Juni 2000 - 2 BvR 1989/97","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 21. Juni 2000 
- 2 BvR 1989/97 -, Rn. (1-23),http://www.bverfg.de/e/rk20000621_2bvr198997.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richter Sommer, Broß und die Richterin Osterloh","Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000621_2bvr198997.html"
"6099","Beschluss vom 16. Juni 2000 - 1 BvR 1539/94","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 16. Juni 2000 
- 1 BvR 1539/94 -, Rn. (1-48),http://www.bverfg.de/e/rk20000616_1bvr153994.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000616_1bvr153994.html"
"6100","Beschluss vom 14. Juni 2000 - 2 BvR 993/94","BVerfG, Beschluss der 4. Kammer des Zweiten Senats vom 14. Juni 2000 
- 2 BvR 993/94 -, Rn. (1-13),http://www.bverfg.de/e/rk20000614_2bvr099394.html","hat die 4. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Jentsch, Di Fabio","Präsidentin Limbach","und die Richter Jentsch,","Di Fabio","http://www.bverfg.de/e/rk20000614_2bvr099394.html"
"6101","Beschluss vom 09. Juni 2000 - 2 BvR 2044/98","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Juni 2000 
- 2 BvR 2044/98 -, Rn. (1-5),http://www.bverfg.de/e/rk20000609_2bvr204498.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Sommer, Broß und die Richterin Osterloh","die Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000609_2bvr204498.html"
"6102","Beschluss vom 08. Juni 2000 - 2 BvR 81/00","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 08. Juni 2000 
- 2 BvR 81/00 -, Rn. (1-23),http://www.bverfg.de/e/rk20000608_2bvr008100.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Sommer, Broß und die Richterin Osterloh","die Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000608_2bvr008100.html"
"6103","Beschluss vom 08. Juni 2000 - 2 BvR 2279/98","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 08. Juni 2000 
- 2 BvR 2279/98 -, Rn. (1-22),http://www.bverfg.de/e/rk20000608_2bvr227998.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richter Sommer, Broß und die Richterin Osterloh","Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000608_2bvr227998.html"
"6104","Beschluss vom 07. Juni 2000 - 1 BvL 1/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. Juni 2000 
- 1 BvL 1/99 -, Rn. (1-16),http://www.bverfg.de/e/lk20000607_1bvl000199.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/lk20000607_1bvl000199.html"
"6105","Beschluss vom 07. Juni 2000 - 1 BvR 23/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 07. Juni 2000 
- 1 BvR 23/00 -, Rn. (1-38),http://www.bverfg.de/e/rk20000607_1bvr002300.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000607_1bvr002300.html"
"6106","Beschluss vom 07. Juni 2000 - 2 BvL 1/97","BVerfG, Beschluss des Zweiten Senats vom 07. Juni 2000 
- 2 BvL 1/97 -, Rn. (1-69),http://www.bverfg.de/e/ls20000607_2bvl000197.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Präsidentin Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio","Präsidentin Limbach,","Sommer,","Jentsch,","http://www.bverfg.de/e/ls20000607_2bvl000197.html"
"6107","Beschluss vom 05. Juni 2000 - 2 BvR 566/00","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 05. Juni 2000 
- 2 BvR 566/00 -, Rn. (1-5),http://www.bverfg.de/e/rk20000605_2bvr056600.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Broß","Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000605_2bvr056600.html"
"6108","Beschluss vom 30. Mai 2000 - 1 BvR 704/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 30. Mai 2000 
- 1 BvR 704/00 -, Rn. (1-16),http://www.bverfg.de/e/rk20000530_1bvr070400.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Richter Kühling, die Richterin Jaeger und den Richter Hömig","den Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000530_1bvr070400.html"
"6109","Beschluss vom 30. Mai 2000 - 2 BvR 822/00","BVerfG, Beschluss des Zweiten Senats vom 30. Mai 2000 
- 2 BvR 822/00 -, Rn. (1-8),http://www.bverfg.de/e/rk20000530_2bvr082200.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000530_2bvr082200.html"
"6110","Beschluss vom 29. Mai 2000 - 2 BvR 2861/93","BVerfG, Beschluss des Zweiten Senats vom 29. Mai 2000 - 2 BvR 2861/93,http://www.bverfg.de/e/rs20000529_2bvr286193.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Präsidentin Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio","Präsidentin Limbach,","Sommer,","Jentsch,","http://www.bverfg.de/e/rs20000529_2bvr286193.html"
"6111","Beschluss vom 26. Mai 2000 - 2 BvR 2189/99","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 26. Mai 2000 
- 2 BvR 2189/99 -, Rn. (1-9),http://www.bverfg.de/e/rk20000526_2bvr218999.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Sommer, Broß und die Richterin Osterloh","die Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000526_2bvr218999.html"
"6112","Beschluss vom 25. Mai 2000 - 1 BvR 321/96","BVerfG, Beschluss des Ersten Senats vom 25. Mai 2000 - 1 BvR 321/96,http://www.bverfg.de/e/rs20000525_1bvr032196.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung ","des Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","des Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000525_1bvr032196.html"
"6113","Beschluss vom 24. Mai 2000 - 1 BvL 1/98","BVerfG, Beschluss des Ersten Senats vom 24. Mai 2000 
- 1 BvL 1/98 -, Rn. (1-65),http://www.bverfg.de/e/ls20000524_1bvl000198.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung des ","Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/ls20000524_1bvl000198.html"
"6114","Beschluss vom 23. Mai 2000 - 1 BvR 1762/95","BVerfG, Beschluss des Ersten Senats vom 23. Mai 2000 - 1 BvR 1762/95,http://www.bverfg.de/e/rs20000523_1bvr176295.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung ","des Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, und der Richterin Hohmann-Dennhardt","des Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000523_1bvr176295.html"
"6115","Beschluss vom 22. Mai 2000 - 2 BvR 291/92","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 22. Mai 2000 
- 2 BvR 291/92 -, Rn. (1-9),http://www.bverfg.de/e/rk20000522_2bvr029192.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Broß","Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000522_2bvr029192.html"
"6116","Beschluss vom 22. Mai 2000 - 2 BvR 349/97","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 22. Mai 2000 
- 2 BvR 349/97 -, Rn. (1-15),http://www.bverfg.de/e/rk20000522_2bvr034997.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Sommer, Broß und die Richterin Osterloh","die Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000522_2bvr034997.html"
"6117","Beschluss vom 20. Mai 2000 - 1 BvQ 14/00","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 20. Mai 2000 
- 1 BvQ 14/00 -, Rn. (1-3),http://www.bverfg.de/e/qk20000520_1bvq001400.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch die ","Richter Kühling, Hömig, Hoffmann-Riem","Richter Kühling,","Hömig,","Hoffmann-Riem","http://www.bverfg.de/e/qk20000520_1bvq001400.html"
"6118","Beschluss vom 15. Mai 2000 - 1 BvQ 8/00","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 15. Mai 2000 
- 1 BvQ 8/00 -, Rn. (1-20),http://www.bverfg.de/e/qk20000515_1bvq000800.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch die ","Richter Kühling, Hömig, Steiner","Richter Kühling,","Hömig,","Steiner","http://www.bverfg.de/e/qk20000515_1bvq000800.html"
"6119","Beschluss vom 14. Mai 2000 - 2 BvR 1557/98","BVerfG, Beschluss der 4. Kammer des Zweiten Senats vom 14. Mai 2000 
- 2 BvR 1557/98 -, Rn. (1-7),http://www.bverfg.de/e/rk20000514_2bvr155798.html","hat die 4. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Jentsch, Di Fabio","Präsidentin Limbach","und die Richter Jentsch,","Di Fabio","http://www.bverfg.de/e/rk20000514_2bvr155798.html"
"6120","Beschluss vom 13. Mai 2000 - 1 BvR 602/96","BVerfG, Beschluss des Ersten Senats vom 13. Mai 2000 - 1 BvR 602/96,http://www.bverfg.de/e/rs20000513_1bvr060296.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung ","des Vizepräsidenten Papier, des Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","des Vizepräsidenten Papier,","des Richters Kühling,","der Richterinnen Jaeger,","http://www.bverfg.de/e/rs20000513_1bvr060296.html"
"6121","Beschluss vom 10. Mai 2000 - 1 BvR 1864/95","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 10. Mai 2000 
- 1 BvR 1864/95 -, Rn. (1-36),http://www.bverfg.de/e/rk20000510_1bvr186495.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000510_1bvr186495.html"
"6122","Beschluss vom 10. Mai 2000 - 1 BvR 539/96","BVerfG, Beschluss des Ersten Senats vom 10. Mai 2000 
- 1 BvR 539/96 -, Rn. (1-11),http://www.bverfg.de/e/rs20000510_1bvr053996.html","hat das Bundesverfassungsgericht - Erster
      Senat - unter Mitwirkung des ","Richters Kühling, der Richterinnen Jaeger, Haas, der Richter Hömig, Steiner, der Richterin Hohmann-Dennhardt und des Richters Hoffmann-Riem","Richters Kühling,","der Richterinnen Jaeger,","Haas,","http://www.bverfg.de/e/rs20000510_1bvr053996.html"
"6123","Beschluss vom 09. Mai 2000 - 2 BvR 523/00","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Mai 2000 
- 2 BvR 523/00 -, Rn. (1-4),http://www.bverfg.de/e/rk20000509_2bvr052300.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richter Sommer, Broß und die Richterin Osterloh","Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000509_2bvr052300.html"
"6124","Beschluss vom 05. Mai 2000 - 2 BvR 2212/99","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 05. Mai 2000 
- 2 BvR 2212/99 -, Rn. (1-14),http://www.bverfg.de/e/rk20000505_2bvr221299.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000505_2bvr221299.html"
"6125","Beschluss vom 30. April 2000 - 1 BvQ 11/00","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 30. April 2000 
- 1 BvQ 11/00 -, Rn. (1-5),http://www.bverfg.de/e/qk20000430_1bvq001100.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Kühling, Steiner","Vizepräsidenten Papier","und die Richter Kühling,","Steiner","http://www.bverfg.de/e/qk20000430_1bvq001100.html"
"6126","Beschluss vom 30. April 2000 - 1 BvQ 12/00","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 30. April 2000 
- 1 BvQ 12/00 -, Rn. (1-4),http://www.bverfg.de/e/qk20000430_1bvq001200.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Kühling, Steiner","Vizepräsidenten Papier","und die Richter Kühling,","Steiner","http://www.bverfg.de/e/qk20000430_1bvq001200.html"
"6127","Beschluss vom 27. April 2000 - 1 BvR 256/97","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 27. April 2000 
- 1 BvR 256/97 -, Rn. (1-8),http://www.bverfg.de/e/rk20000427_1bvr025697.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000427_1bvr025697.html"
"6128","Beschluss vom 27. April 2000 - 1 BvR 2077/99","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 27. April 2000 
- 1 BvR 2077/99 -, Rn. (1-4),http://www.bverfg.de/e/rk20000427_1bvr207799.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richterinnen Haas, Hohmann-Dennhardt","Vizepräsidenten Papier","und die Richterinnen Haas,","Hohmann-Dennhardt","http://www.bverfg.de/e/rk20000427_1bvr207799.html"
"6129","Beschluss vom 27. April 2000 - 2 BvR 75/94","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. April 2000 
- 2 BvR 75/94 -, Rn. (1-11),http://www.bverfg.de/e/rk20000427_2bvr007594.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richterin Präsidentin Limbach und die Richter Hassemer, Broß","Richterin Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000427_2bvr007594.html"
"6130","Beschluss vom 27. April 2000 - 2 BvR 801/99","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 27. April 2000 
- 2 BvR 801/99 -, Rn. (1-53),http://www.bverfg.de/e/rk20000427_2bvr080199.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richter Sommer, Broß und die Richterin Osterloh","Richter Sommer,","Broß","und die Richterin Osterloh","http://www.bverfg.de/e/rk20000427_2bvr080199.html"
"6131","Beschluss vom 27. April 2000 - 2 BvR 1922/94","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. April 2000 
- 2 BvR 1922/94 -, Rn. (1-12),http://www.bverfg.de/e/rk20000427_2bvr192294.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die Richterin ","Präsidentin Limbach und die Richter Hassemer, Di Fabio","Präsidentin Limbach","und die Richter Hassemer,","Di Fabio","http://www.bverfg.de/e/rk20000427_2bvr192294.html"
"6132","Beschluss vom 27. April 2000 - 2 BvR 1990/96","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 27. April 2000 
- 2 BvR 1990/96 -, Rn. (1-10),http://www.bverfg.de/e/rk20000427_2bvr199096.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richterin Präsidentin Limbach und die Richter Hassemer, Broß","Richterin Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000427_2bvr199096.html"
"6133","Beschluss vom 26. April 2000 - 1 BvR 1293/95","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 26. April 2000 
- 1 BvR 1293/95 -, Rn. (1-11),http://www.bverfg.de/e/rk20000426_1bvr129395.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000426_1bvr129395.html"
"6134","Beschluss vom 26. April 2000 - 2 BvR 1881/99","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 26. April 2000 
- 2 BvR 1881/99 -, Rn. (1-7),http://www.bverfg.de/e/rk20000426_2bvr188199.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch die ","Richterin Präsidentin Limbach und die Richter Hassemer, Broß","Richterin Präsidentin Limbach","und die Richter Hassemer,","Broß","http://www.bverfg.de/e/rk20000426_2bvr188199.html"
"6135","Beschluss vom 21. April 2000 - 1 BvQ 10/00","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 21. April 2000 
- 1 BvQ 10/00 -, Rn. (1-20),http://www.bverfg.de/e/qk20000421_1bvq001000.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/qk20000421_1bvq001000.html"
"6136","Beschluss vom 20. April 2000 - 1 BvL 18/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 20. April 2000 
- 1 BvL 18/98 -, Rn. (1-14),http://www.bverfg.de/e/lk20000420_1bvl001898.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/lk20000420_1bvl001898.html"
"6137","Beschluss vom 19. April 2000 - 1 BvR 2069/98","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 19. April 2000 - 1 BvR 2069/98,http://www.bverfg.de/e/rk20000419_1bvr206998.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Richter Kühling, die Richterin Jaeger und den Richter Hömig","den Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000419_1bvr206998.html"
"6138","Beschluss vom 18. April 2000 - 1 BvR 56/99","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 18. April 2000 
- 1 BvR 56/99 -, Rn. (1-15),http://www.bverfg.de/e/rk20000418_1bvr005699.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richterinnen Haas, Hohmann-Dennhardt","Vizepräsidenten Papier","und die Richterinnen Haas,","Hohmann-Dennhardt","http://www.bverfg.de/e/rk20000418_1bvr005699.html"
"6139","Beschluss vom 17. April 2000 - 1 BvR 721/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. April 2000 
- 1 BvR 721/99 -, Rn. (1-21),http://www.bverfg.de/e/rk20000417_1bvr072199.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000417_1bvr072199.html"
"6140","Beschluss vom 17. April 2000 - 1 BvR 1331/99","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. April 2000 
- 1 BvR 1331/99 -, Rn. (1-27),http://www.bverfg.de/e/rk20000417_1bvr133199.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000417_1bvr133199.html"
"6141","Beschluss vom 17. April 2000 - 1 BvR 1538/98","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 17. April 2000 
- 1 BvR 1538/98 -, Rn. (1-60),http://www.bverfg.de/e/rk20000417_1bvr153898.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Richter Kühling, die Richterin Jaeger und den Richter Hömig","Richter Kühling,","die Richterin Jaeger","und den Richter Hömig","http://www.bverfg.de/e/rk20000417_1bvr153898.html"
"6142","Beschluss vom 13. April 2000 - 1 BvR 150/98","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 13. April 2000 
- 1 BvR 150/98 -, Rn. (1-11),http://www.bverfg.de/e/rk20000413_1bvr015098.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch den ","Vizepräsidenten Papier und die Richter Steiner, Hoffmann-Riem","Vizepräsidenten Papier","und die Richter Steiner,","Hoffmann-Riem","http://www.bverfg.de/e/rk20000413_1bvr015098.html"
